ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Since,Total_Spending,Total_Children,AgeGroup,Cluster,KMeans_Cluster_Names,PCA1,PCA2,GMM_Cluster,GMM_Confidence,GMM_Cluster_Names
8362,1982,PhD,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,43,4774,1919,0,40-49,3,Dormant / Disengaged Customers,2.308151111201302,-1.3881479153149874,1,0.9882374991238043,High-Value Store Customers
2625,1954,2n Cycle,Single,42607.0,0,1,2013-11-17,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,3,11,0,71,4672,350,1,70+,5,Low-Engagement Mature Customers,0.16534334119436378,-0.10295406628219246,2,0.9642753326013268,Mid-Value Active Customers
4637,1954,PhD,Single,74637.0,0,0,2013-05-18,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,3,11,0,71,4855,1650,0,70+,1,High-Value At-Risk Customers,2.5651306255243904,0.8846179171347021,1,0.9932435528146065,High-Value Store Customers
9972,1955,PhD,Together,46015.0,1,1,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,3,11,0,70,4525,46,2,60-69,5,Low-Engagement Mature Customers,-1.504474429520781,-0.40357388901041175,0,0.9909536576724278,Low-Value Customers
4483,1993,Graduation,Single,72354.0,0,0,2013-04-17,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,3,11,0,32,4886,1228,0,30-39,3,Dormant / Disengaged Customers,1.028022334702348,1.085759774883738,1,0.999788159703394,High-Value Store Customers
4487,1969,Master,Single,39858.0,1,0,2013-01-24,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,3,11,1,56,4969,95,1,50-59,4,High-Value Omnichannel Customers,-1.3065120483480366,0.7371546690365361,0,0.6973581944028848,Low-Value Customers
4988,1948,PhD,Married,34469.0,1,1,2014-05-04,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,3,11,0,77,4504,62,2,70+,5,Low-Engagement Mature Customers,-1.006763096228756,0.987373711164324,0,0.9398679266621727,Low-Value Customers
8931,1986,Graduation,Together,83033.0,1,0,2014-05-18,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,3,11,0,39,4490,1761,1,30-39,3,Dormant / Disengaged Customers,2.930320973352477,0.07497485376261226,1,0.8916689733586729,High-Value Store Customers
5871,1979,Master,Together,24401.0,0,0,2012-08-31,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,3,11,0,46,5115,467,0,40-49,4,High-Value Omnichannel Customers,-0.8827685547525409,0.8380236338479831,2,0.9958059682826792,Mid-Value Active Customers
2008,1978,Graduation,Married,77583.0,0,0,2014-02-10,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,3,11,0,47,4587,1149,0,40-49,3,Dormant / Disengaged Customers,1.7987451531195284,1.639745300675041,1,0.9981845511731267,High-Value Store Customers
3139,1982,2n Cycle,Single,74116.0,0,0,2013-12-30,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,3,11,0,43,4629,2052,0,40-49,3,Dormant / Disengaged Customers,2.5812769767869446,0.29738139301075334,1,0.9912988693558105,High-Value Store Customers
10037,1993,Graduation,Single,74293.0,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,32,4504,1127,0,30-39,3,Dormant / Disengaged Customers,1.223560007686528,0.6181118149795229,1,0.9959231602967781,High-Value Store Customers
10673,1976,PhD,Married,68397.0,0,1,2013-11-17,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,3,11,0,49,4672,1416,1,40-49,3,Dormant / Disengaged Customers,1.3812356297692088,-1.31041459245533,1,0.984953564723061,High-Value Store Customers
5303,1974,PhD,Together,79632.0,0,0,2014-04-08,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,3,11,0,51,4530,1113,0,50-59,3,Dormant / Disengaged Customers,2.107992392539482,-0.11798735136220907,1,0.986912310004325,High-Value Store Customers
538,1989,Graduation,Single,46107.0,1,0,2014-02-10,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,3,11,0,36,4587,125,1,30-39,4,High-Value Omnichannel Customers,-1.0760921194252049,1.3655006177930722,2,0.9985383597416129,Mid-Value Active Customers
7922,1951,PhD,Single,64950.0,0,1,2012-08-12,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,3,11,0,74,5134,966,1,70+,2,High-Value Store Loyalists,2.0255118981963762,-1.4907679506398877,1,0.9362034809190243,High-Value Store Customers
5692,1989,Basic,Married,25443.0,1,0,2012-12-22,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,5002,32,1,30-39,4,High-Value Omnichannel Customers,-2.4573774641957415,0.8830098078792465,0,0.988801805417889,Low-Value Customers
4843,1952,Graduation,Single,75127.0,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,73,4486,833,0,70+,1,High-Value At-Risk Customers,1.1084732175795955,2.2904840908038113,1,0.9999590212636521,High-Value Store Customers
6383,1971,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,54,4483,46,1,50-59,4,High-Value Omnichannel Customers,-1.8211661666681114,0.7261116724080251,0,0.9027257614154031,Low-Value Customers
1628,1971,Graduation,Together,71796.0,0,0,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,3,11,0,54,4696,960,0,50-59,2,High-Value Store Loyalists,1.233038866170197,-0.17033827598279344,3,0.5339174363369379,High-Value Omnichannel Customers
1204,1970,PhD,Married,67536.0,0,1,2013-05-22,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,3,11,0,55,4851,1829,1,50-59,2,High-Value Store Loyalists,2.565878476046511,-1.3377077203705667,1,0.9714419669024158,High-Value Store Customers
3673,1971,Graduation,Single,55239.0,0,1,2013-07-14,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,3,11,0,54,4798,779,1,50-59,2,High-Value Store Loyalists,1.371233742227131,-0.11624599849440398,1,0.9861854958270376,High-Value Store Customers
760,1975,PhD,Divorced,60554.0,1,0,2013-08-09,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,3,11,0,50,4772,811,1,40-49,2,High-Value Store Loyalists,1.1233996529647319,-1.903609954955642,1,0.9403507735178961,High-Value Store Customers
8957,1952,2n Cycle,Single,64831.0,1,1,2013-06-10,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,3,11,0,73,4832,1120,2,70+,2,High-Value Store Loyalists,0.9077482146953993,-0.038665309294972736,3,0.7358133333713134,High-Value Omnichannel Customers
4128,1962,PhD,Together,56067.0,0,1,2013-07-20,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,3,11,0,63,4792,725,1,60-69,2,High-Value Store Loyalists,0.8659580861351531,-0.1791761282241923,1,0.9774871279202788,High-Value Store Customers
6810,1983,Graduation,Divorced,82025.0,0,0,2013-05-28,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,3,11,1,42,4845,1187,0,40-49,3,Dormant / Disengaged Customers,1.432634726325276,1.3733665703537437,1,0.9992714550900429,High-Value Store Customers
5386,1953,Graduation,Together,94384.0,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,72,4930,2302,0,70+,1,High-Value At-Risk Customers,2.9336761312459996,0.8989519775372999,1,0.9853072578617443,High-Value Store Customers
8700,1986,Basic,Single,14906.0,0,0,2012-12-22,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,3,11,0,39,5002,66,0,30-39,4,High-Value Omnichannel Customers,-2.3026595883224616,1.018434682699835,0,0.9984964971547524,Low-Value Customers
3202,1987,PhD,Married,51563.0,0,0,2012-10-01,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,3,11,0,38,5084,1250,0,30-39,2,High-Value Store Loyalists,0.4983716665923207,-0.26057025399304695,3,0.9999999850185618,High-Value Omnichannel Customers
1328,1982,2n Cycle,Married,57937.0,0,1,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,3,11,0,43,4581,683,1,40-49,3,Dormant / Disengaged Customers,0.8238436010230971,0.30744693102557785,1,0.9988022190617714,High-Value Store Customers
8405,1979,Graduation,Divorced,68274.0,1,1,2013-09-30,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,3,11,0,46,4720,305,2,40-49,4,High-Value Omnichannel Customers,0.16024481849081354,1.3075144933125726,2,0.9511007270323926,Mid-Value Active Customers
6515,1977,Graduation,Together,39771.0,1,0,2013-12-06,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,3,11,0,48,4653,50,1,40-49,4,High-Value Omnichannel Customers,-1.275249408692206,1.6985980155607698,0,0.9889145050886553,Low-Value Customers
2882,1975,2n Cycle,Divorced,67893.0,0,1,2012-10-01,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,3,11,0,50,5084,995,1,40-49,2,High-Value Store Loyalists,0.4510050048114533,-0.8688285145253271,3,1.0,High-Value Omnichannel Customers
7574,1979,PhD,Together,27922.0,1,0,2014-05-10,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,3,11,0,46,4498,41,1,40-49,4,High-Value Omnichannel Customers,-1.5333403625542914,1.2805989115517813,0,0.9998614060997864,Low-Value Customers
6387,1976,PhD,Together,52190.0,1,1,2014-05-08,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,3,11,0,49,4500,77,2,40-49,0,Recent Low-Value Customers,-1.1743396198914415,-0.027151420623568737,0,0.8764680137372409,Low-Value Customers
5320,1973,Master,Divorced,44051.0,1,1,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,3,11,1,52,4964,171,2,50-59,0,Recent Low-Value Customers,-1.0918944854976094,-0.8613496915996115,2,0.9999331743258707,Mid-Value Active Customers
5048,1971,PhD,Single,42767.0,2,0,2013-05-11,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,3,11,0,54,4862,131,2,50-59,4,High-Value Omnichannel Customers,-1.7160172246594592,-0.005963471135317735,2,0.9870886691471136,Mid-Value Active Customers
8146,1976,Master,Together,46106.0,1,1,2014-05-11,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,3,11,0,49,4497,54,2,40-49,4,High-Value Omnichannel Customers,-1.7288549947428156,1.372540933248252,0,0.9767200205179968,Low-Value Customers
10031,1976,PhD,Married,16927.0,1,1,2013-02-10,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,3,11,0,49,4952,53,2,40-49,0,Recent Low-Value Customers,-2.038246509170873,-0.25093848502294624,0,0.9970110185490699,Low-Value Customers
5748,1965,Graduation,Married,59754.0,0,1,2012-12-01,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,3,11,1,60,5023,475,1,50-59,4,High-Value Omnichannel Customers,0.2883836373383826,1.4489144363957047,2,0.9538428788201798,Mid-Value Active Customers
2134,1952,Graduation,Single,53700.0,0,1,2012-08-17,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,3,11,0,73,5129,694,1,70+,1,High-Value At-Risk Customers,0.8088355703319593,1.438782337412712,1,0.993198965736855,High-Value Store Customers
1523,1973,Graduation,Married,59041.0,1,1,2014-05-07,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,52,4501,96,2,50-59,0,Recent Low-Value Customers,-0.8506768748864213,-0.44290881417094546,2,0.5281861124980505,Mid-Value Active Customers
9665,1957,PhD,Divorced,54237.0,0,1,2013-04-27,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,3,11,0,68,4876,361,1,60-69,5,Low-Engagement Mature Customers,-0.12607235553405696,-0.06779467515525273,2,0.9995361240661994,Mid-Value Active Customers
4640,1967,Graduation,Divorced,70647.0,0,1,2012-09-21,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,3,11,0,58,5094,1079,1,50-59,1,High-Value At-Risk Customers,2.3192923023592718,0.7630688509562351,1,0.9990740454403229,High-Value Store Customers
3635,1962,PhD,Single,52597.0,0,1,2014-05-07,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,3,11,0,63,4501,578,1,60-69,2,High-Value Store Loyalists,0.6944454172230298,0.4614030800081651,2,0.7522896185932069,Mid-Value Active Customers
3547,1969,Master,Together,41021.0,1,0,2012-12-30,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,3,11,1,56,4994,64,1,50-59,0,Recent Low-Value Customers,-1.4709301413034956,-0.9420648374766147,0,0.9653621580997175,Low-Value Customers
2456,1975,PhD,Married,40233.0,0,1,2013-10-14,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,3,11,0,50,4706,149,1,40-49,4,High-Value Omnichannel Customers,-1.1769533361149114,1.1832730089334722,2,0.9999279335015194,Mid-Value Active Customers
5633,1980,Graduation,Married,50183.0,1,1,2014-06-25,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,3,11,0,45,4452,231,2,40-49,0,Recent Low-Value Customers,-0.5589015695339157,-0.008177626970664913,2,0.9997368716803231,Mid-Value Active Customers
7801,1959,Graduation,Together,54753.0,0,1,2013-09-12,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,3,11,0,66,4738,728,1,60-69,1,High-Value At-Risk Customers,1.3612251619797522,1.2015424873596676,1,0.9989147663075036,High-Value Store Customers
10489,1973,Graduation,Married,92955.0,0,0,2013-08-19,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,3,11,1,52,4762,1778,0,50-59,3,Dormant / Disengaged Customers,2.929688240573321,-0.318286323230456,1,0.9605039487741956,High-Value Store Customers
7011,1973,Graduation,Married,33471.0,1,0,2012-10-12,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,3,11,0,52,5073,93,1,50-59,0,Recent Low-Value Customers,-1.50352882076095,-0.16212350054228916,0,0.9294625441541121,Low-Value Customers
2620,1974,PhD,Married,34596.0,1,0,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,1,51,4890,23,1,50-59,0,Recent Low-Value Customers,-2.2642986615847924,0.013814084384993786,0,0.9949337219297313,Low-Value Customers
3933,1980,Graduation,Together,44010.0,1,0,2012-10-13,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,3,11,0,45,5072,662,1,40-49,2,High-Value Store Loyalists,0.0020178336914293167,-1.3009283169355397,2,0.9593834278724769,Mid-Value Active Customers
10981,1988,Graduation,Married,84219.0,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,3,11,0,37,4595,1198,0,30-39,3,Dormant / Disengaged Customers,1.9924389354476848,-0.2871477057003921,1,0.9981161252279658,High-Value Store Customers
1734,1968,PhD,Together,40706.0,2,1,2013-01-17,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,3,11,0,57,4976,81,3,50-59,0,Recent Low-Value Customers,-1.3190904222976498,-0.40870761504169933,0,0.8289717290407413,Low-Value Customers
10995,1988,2n Cycle,Married,15716.0,1,0,2012-11-12,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,3,11,0,37,5042,92,1,30-39,0,Recent Low-Value Customers,-2.1856349088589435,-1.671299095029431,0,0.9971469235878841,Low-Value Customers
6357,1959,2n Cycle,Divorced,59052.0,0,1,2013-11-17,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,3,11,0,66,4672,491,1,60-69,2,High-Value Store Loyalists,0.755714401881293,-0.8190966332978106,2,0.8651588630437643,Mid-Value Active Customers
9209,1971,Master,Together,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,54,5071,1564,0,50-59,3,Dormant / Disengaged Customers,2.8713442949544397,1.352402939498176,1,0.9907745118618017,High-Value Store Customers
10286,1962,Graduation,Married,83715.0,0,0,2014-02-03,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,3,11,0,63,4594,926,0,60-69,1,High-Value At-Risk Customers,2.5229265035192427,-0.6576679164141067,1,0.9998074229426747,High-Value Store Customers
2611,1959,Master,Together,82576.0,0,0,2012-08-01,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,3,11,0,66,5145,1910,0,60-69,1,High-Value At-Risk Customers,3.084791091745028,1.2276424269294692,1,0.9847751406987307,High-Value Store Customers
1600,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,60,4709,411,3,50-59,2,High-Value Store Loyalists,-0.1482598251094683,0.007750444657810204,2,0.9981023146336823,Mid-Value Active Customers
3308,1952,Graduation,Married,35704.0,1,1,2014-01-03,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,3,11,0,73,4625,94,2,70+,5,Low-Engagement Mature Customers,-0.8736477163265947,0.7183842164413611,0,0.9699262133949113,Low-Value Customers
5407,1954,Graduation,Together,53103.0,0,1,2013-09-12,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,3,11,0,71,4738,1085,1,70+,2,High-Value Store Loyalists,1.3069206077821685,-0.09538862171095401,1,0.9194019447842462,High-Value Store Customers
2166,1960,2n Cycle,Widow,46779.0,1,1,2013-07-12,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,3,11,0,65,4800,23,2,60-69,5,Low-Engagement Mature Customers,-1.3796301111037028,0.9688262007131176,0,0.930921952012848,Low-Value Customers
3955,1965,Graduation,Divorced,4861.0,0,0,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,3,11,0,60,4455,6,0,50-59,0,Recent Low-Value Customers,-4.083113332930472,-1.384952539406921,3,0.9998574434189124,High-Value Omnichannel Customers
6634,1979,Master,Divorced,33462.0,1,0,2013-08-07,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,0,46,4774,54,1,40-49,4,High-Value Omnichannel Customers,-1.880268740403201,0.8785432144035941,0,0.9806103922340074,Low-Value Customers
3056,1978,Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,47,4706,1150,1,40-49,2,High-Value Store Loyalists,1.8443592149487102,-0.5560626520841511,1,0.7604909745416376,High-Value Store Customers
5718,1950,Graduation,Married,80763.0,0,0,2013-08-15,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,3,11,1,75,4766,1415,0,70+,1,High-Value At-Risk Customers,1.9463489710949562,-0.6121350654009389,1,0.9871032874397633,High-Value Store Customers
6872,1974,PhD,Married,65352.0,0,1,2013-08-21,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,3,11,0,51,4760,405,1,50-59,3,Dormant / Disengaged Customers,0.5236078694721855,-0.08766837773677612,2,0.9439395975890099,Mid-Value Active Customers
8164,1978,PhD,Married,82170.0,0,0,2013-11-25,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,3,11,0,47,4664,1908,0,40-49,3,Dormant / Disengaged Customers,2.3452320749776194,-0.9195073533881715,1,0.9959347675129968,High-Value Store Customers
4580,1969,Graduation,Married,75759.0,0,0,2013-10-25,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1,56,4695,2486,0,50-59,2,High-Value Store Loyalists,3.1914578022582485,-0.6821750555794489,1,0.9843180875948844,High-Value Store Customers
9305,1976,2n Cycle,Single,79689.0,0,0,2013-05-12,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,3,11,0,49,4861,1315,0,40-49,3,Dormant / Disengaged Customers,2.578517046658236,0.691218281863667,1,0.994314296121292,High-Value Store Customers
453,1956,PhD,Widow,35340.0,1,1,2014-06-29,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,3,11,0,69,4448,45,2,60-69,5,Low-Engagement Mature Customers,-1.2841488362702735,-1.0565287987483312,0,0.9943979695230953,Low-Value Customers
8545,1954,Graduation,Divorced,85683.0,0,0,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,3,11,1,71,4548,1789,0,70+,1,High-Value At-Risk Customers,2.795029476707651,-0.5280509275662961,1,0.9892034535953727,High-Value Store Customers
9850,1972,2n Cycle,Married,24884.0,1,0,2012-11-29,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,3,11,0,53,5025,19,1,50-59,0,Recent Low-Value Customers,-2.263312859112802,-0.28401112187627414,0,0.9767851680986992,Low-Value Customers
7378,1981,Master,Together,42021.0,1,0,2012-08-31,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,3,11,0,44,5115,573,1,40-49,2,High-Value Store Loyalists,-0.12578660664833866,-1.6842864305784035,2,0.8785368092311823,Mid-Value Active Customers
7646,1989,Graduation,Single,64449.0,1,0,2014-02-18,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,3,11,0,36,4579,805,1,30-39,3,Dormant / Disengaged Customers,1.3836734844349043,0.38769220186649617,1,0.9955469718207158,High-Value Store Customers
1640,1954,Graduation,Divorced,64587.0,1,1,2014-06-22,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,3,11,0,71,4455,108,2,70+,5,Low-Engagement Mature Customers,-0.32302160783482536,0.8363341546157326,2,0.9748657050844469,Mid-Value Active Customers
5184,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,30,4543,23,0,18-29,4,High-Value Omnichannel Customers,-2.204189081481054,0.5798772666391846,0,0.9352117925421796,Low-Value Customers
8492,1978,Graduation,Together,75437.0,0,0,2013-11-09,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,3,11,0,47,4680,1493,0,40-49,2,High-Value Store Loyalists,2.092004597081015,-1.4177719919059821,1,0.6794237123084438,High-Value Store Customers
11188,1957,Graduation,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,68,4572,89,2,60-69,4,High-Value Omnichannel Customers,-1.4115746594100032,1.4878590822894733,0,0.9827299925444295,Low-Value Customers
1212,1973,Graduation,Married,52845.0,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,3,11,0,52,4768,936,1,50-59,2,High-Value Store Loyalists,0.6705551754282939,-1.8648511687816007,1,0.8555493174662273,High-Value Store Customers
9097,1956,Graduation,Divorced,46086.0,0,1,2013-11-03,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,3,11,0,69,4686,343,1,60-69,5,Low-Engagement Mature Customers,0.19344153012457724,-0.13106704363841687,2,0.9245567437824719,Mid-Value Active Customers
10473,1956,PhD,Widow,78028.0,0,1,2012-09-10,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,3,11,1,69,5105,528,1,60-69,2,High-Value Store Loyalists,1.0339738673757657,-0.6439026715598121,3,0.9874683564925057,High-Value Omnichannel Customers
7962,1987,PhD,Single,95169.0,0,0,2013-10-09,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,3,11,1,38,4711,1901,0,30-39,3,Dormant / Disengaged Customers,2.0546673695502955,-1.0471075354295123,1,0.9973752487249138,High-Value Store Customers
9984,1981,2n Cycle,Married,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,3,11,1,44,4907,724,2,40-49,2,High-Value Store Loyalists,-0.13471262740829226,-1.552051240750596,3,0.9803302875558744,High-Value Omnichannel Customers
5527,1987,Graduation,Together,22434.0,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,3,11,0,38,4949,58,1,30-39,0,Recent Low-Value Customers,-2.3497936268491704,-0.9843675158513994,0,0.9931653873509264,Low-Value Customers
6374,1954,PhD,Married,36930.0,0,1,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,3,11,0,71,4856,297,1,70+,5,Low-Engagement Mature Customers,-0.9220396234580461,-0.2253816399718411,2,0.9993797621212155,Mid-Value Active Customers
7453,1954,Graduation,Single,36130.0,0,1,2013-02-02,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,3,11,1,71,4960,488,1,70+,5,Low-Engagement Mature Customers,-0.42719650888485117,0.32971882361923555,1,0.9703898853512478,High-Value Store Customers
8952,1953,Master,Married,65569.0,0,1,2012-11-05,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,3,11,0,72,5049,859,1,70+,1,High-Value At-Risk Customers,1.8916484519927914,1.5900561854436812,1,0.9985582901973762,High-Value Store Customers
241,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,73,4861,1574,0,70+,1,High-Value At-Risk Customers,3.0282591616284935,0.8345861885432861,1,0.9978747925750875,High-Value Store Customers
8975,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,0,57,4602,69,2,50-59,0,Recent Low-Value Customers,-2.170756938849687,-0.2150520163848972,0,0.9463433159678137,Low-Value Customers
6119,1963,PhD,Single,36736.0,1,1,2013-05-10,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,62,4863,17,2,60-69,5,Low-Engagement Mature Customers,-1.7860224389339594,0.48101666494818757,0,0.9450139672458914,Low-Value Customers
5236,1979,Graduation,Together,77568.0,0,1,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,3,11,0,46,5121,2194,1,40-49,2,High-Value Store Loyalists,2.8400580113467124,-1.343183984459694,1,0.9768287240831303,High-Value Store Customers
5723,1976,PhD,Together,49187.0,0,1,2014-01-11,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,3,11,0,49,4617,116,1,40-49,4,High-Value Omnichannel Customers,-0.5713047329659794,1.1222251954685123,2,0.9907244719588412,Mid-Value Active Customers
1710,1978,Graduation,Single,30168.0,1,0,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,3,11,0,47,4927,279,1,40-49,0,Recent Low-Value Customers,-1.3782637216375224,-0.660669448391885,2,0.9959647066454359,Mid-Value Active Customers
1970,1968,Master,Together,34053.0,0,1,2012-09-10,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,0,57,5105,103,1,50-59,0,Recent Low-Value Customers,-1.7313867101196398,-1.231678679680178,0,0.7231069990277758,Low-Value Customers
